time,x,y,z
2016-04-20 10:06:23.793,-0.4375,-0.9375,0.171875
2016-04-20 10:06:23.803,-0.4375,-0.953125,0.171875
2016-04-20 10:06:23.813,-0.4375,-0.953125,0.171875
2016-04-20 10:06:23.823,-0.4375,-0.9375,0.171875
2016-04-20 10:06:23.833,-0.4375,-0.953125,0.171875
2016-04-20 10:06:23.843,-0.4375,-0.984375,0.171875
2016-04-20 10:06:23.853,-0.4375,-1.015625,0.171875
2016-04-20 10:06:23.863,-0.4375,-1.046875,0.171875
2016-04-20 10:06:23.873,-0.453125,-1.078125,0.171875
2016-04-20 10:06:23.883,-0.453125,-1.140625,0.171875
2016-04-20 10:06:23.892,-0.46875,-1.1875,0.15625
2016-04-20 10:06:23.902,-0.46875,-1.21875,0.15625
2016-04-20 10:06:23.912,-0.46875,-1.21875,0.140625
2016-04-20 10:06:23.922,-0.46875,-1.203125,0.140625
2016-04-20 10:06:23.932,-0.453125,-1.171875,0.125
2016-04-20 10:06:23.942,-0.453125,-1.125,0.125
2016-04-20 10:06:23.952,-0.453125,-1.078125,0.109375
2016-04-20 10:06:23.962,-0.453125,-1.015625,0.09375
2016-04-20 10:06:23.972,-0.4375,-0.96875,0.09375
2016-04-20 10:06:23.982,-0.4375,-0.9375,0.078125
2016-04-20 10:06:23.992,-0.4375,-0.890625,0.078125
2016-04-20 10:06:24.002,-0.4375,-0.859375,0.0625
2016-04-20 10:06:24.012,-0.4375,-0.84375,0.078125
2016-04-20 10:06:24.021,-0.4375,-0.8125,0.0625
2016-04-20 10:06:24.031,-0.4375,-0.796875,0.0625
2016-04-20 10:06:24.041,-0.4375,-0.78125,0.0625
2016-04-20 10:06:24.051,-0.421875,-0.765625,0.0625
2016-04-20 10:06:24.061,-0.40625,-0.78125,0.046875
2016-04-20 10:06:24.071,-0.390625,-0.78125,0.046875
2016-04-20 10:06:24.081,-0.390625,-0.8125,0.046875
2016-04-20 10:06:24.091,-0.390625,-0.84375,0.046875
2016-04-20 10:06:24.101,-0.390625,-0.890625,0.046875
2016-04-20 10:06:24.111,-0.390625,-0.9375,0.046875
2016-04-20 10:06:24.121,-0.390625,-0.984375,0.03125
2016-04-20 10:06:24.131,-0.40625,-1.03125,0.03125
2016-04-20 10:06:24.140,-0.421875,-1.078125,0.03125
2016-04-20 10:06:24.150,-0.421875,-1.125,0.03125
2016-04-20 10:06:24.160,-0.40625,-1.140625,0.03125
2016-04-20 10:06:24.170,-0.40625,-1.140625,0.015625
2016-04-20 10:06:24.180,-0.40625,-1.140625,0.015625
2016-04-20 10:06:24.190,-0.40625,-1.125,0.0
2016-04-20 10:06:24.200,-0.40625,-1.109375,0.0
2016-04-20 10:06:24.210,-0.40625,-1.09375,-0.015625
2016-04-20 10:06:24.220,-0.421875,-1.0625,-0.015625
2016-04-20 10:06:24.230,-0.421875,-1.03125,0.0
2016-04-20 10:06:24.240,-0.421875,-1.0,0.0
2016-04-20 10:06:24.250,-0.4375,-0.984375,0.0
2016-04-20 10:06:24.259,-0.4375,-0.953125,0.015625
2016-04-20 10:06:24.269,-0.453125,-0.9375,0.015625
2016-04-20 10:06:24.279,-0.453125,-0.90625,0.015625
2016-04-20 10:06:24.289,-0.453125,-0.890625,0.015625
2016-04-20 10:06:24.299,-0.4375,-0.890625,0.015625
2016-04-20 10:06:24.309,-0.4375,-0.875,0.0
2016-04-20 10:06:24.319,-0.421875,-0.875,0.0
2016-04-20 10:06:24.329,-0.421875,-0.875,0.0
2016-04-20 10:06:24.339,-0.421875,-0.875,0.0
2016-04-20 10:06:24.349,-0.421875,-0.890625,0.015625
2016-04-20 10:06:24.359,-0.40625,-0.890625,0.015625
2016-04-20 10:06:24.368,-0.390625,-0.890625,0.015625
2016-04-20 10:06:24.378,-0.390625,-0.890625,0.015625
2016-04-20 10:06:24.388,-0.390625,-0.890625,0.015625
2016-04-20 10:06:24.398,-0.390625,-0.890625,0.015625
2016-04-20 10:06:24.408,-0.390625,-0.875,0.03125
2016-04-20 10:06:24.418,-0.390625,-0.875,0.03125
2016-04-20 10:06:24.428,-0.375,-0.875,0.015625
2016-04-20 10:06:24.438,-0.375,-0.875,0.03125
2016-04-20 10:06:24.448,-0.390625,-0.859375,0.03125
2016-04-20 10:06:24.458,-0.390625,-0.859375,0.015625
2016-04-20 10:06:24.468,-0.390625,-0.84375,0.03125
2016-04-20 10:06:24.478,-0.375,-0.828125,0.03125
2016-04-20 10:06:24.487,-0.375,-0.8125,0.03125
2016-04-20 10:06:24.497,-0.375,-0.8125,0.03125
2016-04-20 10:06:24.507,-0.375,-0.828125,0.03125
2016-04-20 10:06:24.517,-0.390625,-0.859375,0.046875
2016-04-20 10:06:24.527,-0.390625,-0.875,0.046875
2016-04-20 10:06:24.537,-0.40625,-0.90625,0.046875
2016-04-20 10:06:24.547,-0.40625,-0.921875,0.046875
2016-04-20 10:06:24.557,-0.40625,-0.953125,0.046875
2016-04-20 10:06:24.567,-0.40625,-1.0,0.046875
2016-04-20 10:06:24.577,-0.421875,-1.015625,0.046875
2016-04-20 10:06:24.587,-0.421875,-1.03125,0.0625
2016-04-20 10:06:24.597,-0.4375,-1.046875,0.0625
2016-04-20 10:06:24.607,-0.453125,-1.078125,0.078125
2016-04-20 10:06:24.616,-0.453125,-1.109375,0.078125
2016-04-20 10:06:24.626,-0.46875,-1.15625,0.09375
2016-04-20 10:06:24.636,-0.484375,-1.1875,0.109375
2016-04-20 10:06:24.646,-0.484375,-1.1875,0.109375
2016-04-20 10:06:24.656,-0.484375,-1.203125,0.125
2016-04-20 10:06:24.666,-0.484375,-1.203125,0.109375
2016-04-20 10:06:24.676,-0.484375,-1.1875,0.109375
2016-04-20 10:06:24.686,-0.46875,-1.15625,0.109375
2016-04-20 10:06:24.696,-0.46875,-1.109375,0.109375
2016-04-20 10:06:24.706,-0.46875,-1.0625,0.109375
2016-04-20 10:06:24.716,-0.46875,-1.015625,0.125
2016-04-20 10:06:24.725,-0.46875,-0.984375,0.125
2016-04-20 10:06:24.735,-0.46875,-0.9375,0.140625
2016-04-20 10:06:24.745,-0.46875,-0.890625,0.140625
2016-04-20 10:06:24.755,-0.46875,-0.859375,0.140625
2016-04-20 10:06:24.765,-0.453125,-0.828125,0.140625
2016-04-20 10:06:24.775,-0.453125,-0.8125,0.15625
2016-04-20 10:06:24.785,-0.453125,-0.796875,0.140625
2016-04-20 10:06:24.795,-0.453125,-0.796875,0.140625
2016-04-20 10:06:24.805,-0.421875,-0.796875,0.125
2016-04-20 10:06:24.815,-0.40625,-0.8125,0.09375
2016-04-20 10:06:24.825,-0.390625,-0.828125,0.078125
2016-04-20 10:06:24.835,-0.390625,-0.859375,0.078125
2016-04-20 10:06:24.844,-0.390625,-0.890625,0.078125
2016-04-20 10:06:24.854,-0.390625,-0.921875,0.078125
2016-04-20 10:06:24.864,-0.390625,-0.984375,0.078125
2016-04-20 10:06:24.874,-0.390625,-1.015625,0.0625
2016-04-20 10:06:24.884,-0.390625,-1.03125,0.0625
2016-04-20 10:06:24.894,-0.40625,-1.0625,0.078125
2016-04-20 10:06:24.904,-0.40625,-1.0625,0.078125
2016-04-20 10:06:24.914,-0.4375,-1.046875,0.09375
2016-04-20 10:06:24.924,-0.4375,-1.03125,0.109375
2016-04-20 10:06:24.934,-0.421875,-1.015625,0.109375
2016-04-20 10:06:24.944,-0.4375,-1.0,0.109375
2016-04-20 10:06:24.954,-0.4375,-0.96875,0.09375
2016-04-20 10:06:24.964,-0.4375,-0.9375,0.109375
2016-04-20 10:06:24.973,-0.453125,-0.921875,0.09375
2016-04-20 10:06:24.983,-0.46875,-0.90625,0.109375
2016-04-20 10:06:24.993,-0.46875,-0.890625,0.140625
2016-04-20 10:06:25.003,-0.46875,-0.890625,0.140625
2016-04-20 10:06:25.013,-0.46875,-0.890625,0.140625
2016-04-20 10:06:25.023,-0.4375,-0.890625,0.140625
2016-04-20 10:06:25.033,-0.421875,-0.875,0.140625
2016-04-20 10:06:25.043,-0.421875,-0.859375,0.140625
2016-04-20 10:06:25.053,-0.421875,-0.859375,0.140625
2016-04-20 10:06:25.063,-0.421875,-0.859375,0.140625
2016-04-20 10:06:25.073,-0.421875,-0.859375,0.140625
2016-04-20 10:06:25.083,-0.421875,-0.859375,0.140625
2016-04-20 10:06:25.092,-0.421875,-0.859375,0.140625
2016-04-20 10:06:25.102,-0.421875,-0.875,0.140625
2016-04-20 10:06:25.112,-0.421875,-0.875,0.125
2016-04-20 10:06:25.122,-0.421875,-0.875,0.125
2016-04-20 10:06:25.132,-0.4375,-0.859375,0.125
2016-04-20 10:06:25.142,-0.4375,-0.859375,0.125
2016-04-20 10:06:25.152,-0.4375,-0.859375,0.125
2016-04-20 10:06:25.162,-0.4375,-0.859375,0.125
2016-04-20 10:06:25.172,-0.4375,-0.859375,0.140625
2016-04-20 10:06:25.182,-0.421875,-0.859375,0.125
2016-04-20 10:06:25.192,-0.4375,-0.859375,0.140625
2016-04-20 10:06:25.201,-0.4375,-0.859375,0.140625
2016-04-20 10:06:25.211,-0.4375,-0.84375,0.140625
2016-04-20 10:06:25.221,-0.4375,-0.828125,0.140625
2016-04-20 10:06:25.231,-0.4375,-0.8125,0.125
2016-04-20 10:06:25.241,-0.4375,-0.796875,0.140625
2016-04-20 10:06:25.251,-0.4375,-0.796875,0.140625
2016-04-20 10:06:25.261,-0.4375,-0.8125,0.140625
2016-04-20 10:06:25.271,-0.453125,-0.828125,0.15625
2016-04-20 10:06:25.281,-0.453125,-0.84375,0.15625
2016-04-20 10:06:25.291,-0.453125,-0.875,0.171875
2016-04-20 10:06:25.301,-0.4375,-0.90625,0.171875
2016-04-20 10:06:25.311,-0.4375,-0.921875,0.171875
2016-04-20 10:06:25.320,-0.4375,-0.953125,0.171875
2016-04-20 10:06:25.330,-0.4375,-0.984375,0.15625
2016-04-20 10:06:25.340,-0.4375,-1.0,0.15625
2016-04-20 10:06:25.350,-0.4375,-1.046875,0.140625
2016-04-20 10:06:25.360,-0.4375,-1.09375,0.140625
2016-04-20 10:06:25.370,-0.453125,-1.140625,0.125
2016-04-20 10:06:25.380,-0.453125,-1.1875,0.140625
2016-04-20 10:06:25.390,-0.46875,-1.234375,0.125
2016-04-20 10:06:25.400,-0.484375,-1.28125,0.125
2016-04-20 10:06:25.410,-0.484375,-1.3125,0.109375
2016-04-20 10:06:25.420,-0.5,-1.328125,0.09375
2016-04-20 10:06:25.430,-0.484375,-1.3125,0.09375
2016-04-20 10:06:25.440,-0.484375,-1.28125,0.078125
2016-04-20 10:06:25.450,-0.484375,-1.203125,0.046875
2016-04-20 10:06:25.459,-0.46875,-1.125,0.046875
2016-04-20 10:06:25.469,-0.46875,-1.046875,0.03125
2016-04-20 10:06:25.479,-0.484375,-0.96875,0.03125
2016-04-20 10:06:25.489,-0.484375,-0.890625,0.046875
2016-04-20 10:06:25.500,-0.484375,-0.828125,0.046875
2016-04-20 10:06:25.510,-0.484375,-0.78125,0.046875
2016-04-20 10:06:25.520,-0.5,-0.734375,0.0625
2016-04-20 10:06:25.530,-0.5,-0.71875,0.046875
2016-04-20 10:06:25.540,-0.5,-0.703125,0.046875
2016-04-20 10:06:25.549,-0.515625,-0.71875,0.03125
2016-04-20 10:06:25.559,-0.5,-0.765625,0.015625
2016-04-20 10:06:25.569,-0.5,-0.828125,0.03125
2016-04-20 10:06:25.579,-0.5,-0.890625,0.03125
2016-04-20 10:06:25.590,-0.5,-0.953125,0.046875
2016-04-20 10:06:25.600,-0.5,-1.015625,0.046875
2016-04-20 10:06:25.610,-0.5,-1.0625,0.0625
2016-04-20 10:06:25.620,-0.484375,-1.09375,0.046875
2016-04-20 10:06:25.630,-0.453125,-1.09375,0.03125
2016-04-20 10:06:25.639,-0.4375,-1.09375,0.015625
2016-04-20 10:06:25.649,-0.421875,-1.109375,0.0
2016-04-20 10:06:25.659,-0.40625,-1.109375,0.0
2016-04-20 10:06:25.670,-0.40625,-1.09375,0.0
2016-04-20 10:06:25.680,-0.390625,-1.0625,0.0
2016-04-20 10:06:25.690,-0.375,-1.03125,-0.015625
2016-04-20 10:06:25.700,-0.375,-1.0,0.0
2016-04-20 10:06:25.709,-0.390625,-0.96875,0.0
2016-04-20 10:06:25.719,-0.40625,-0.921875,0.0
2016-04-20 10:06:25.729,-0.4375,-0.90625,0.015625
2016-04-20 10:06:25.739,-0.4375,-0.890625,0.015625
2016-04-20 10:06:25.750,-0.4375,-0.875,0.015625
2016-04-20 10:06:25.760,-0.421875,-0.875,0.015625
2016-04-20 10:06:25.770,-0.421875,-0.875,0.015625
2016-04-20 10:06:25.780,-0.40625,-0.875,0.0
2016-04-20 10:06:25.790,-0.40625,-0.875,0.0
2016-04-20 10:06:25.799,-0.390625,-0.875,0.0
2016-04-20 10:06:25.809,-0.375,-0.875,0.0
2016-04-20 10:06:25.819,-0.375,-0.875,0.0
2016-04-20 10:06:25.829,-0.375,-0.890625,0.0
2016-04-20 10:06:25.840,-0.375,-0.890625,0.015625
2016-04-20 10:06:25.850,-0.390625,-0.890625,0.015625
2016-04-20 10:06:25.860,-0.375,-0.90625,0.015625
2016-04-20 10:06:25.870,-0.375,-0.90625,0.015625
2016-04-20 10:06:25.880,-0.359375,-0.921875,0.015625
2016-04-20 10:06:25.889,-0.34375,-0.90625,0.0
2016-04-20 10:06:25.899,-0.34375,-0.875,0.0
2016-04-20 10:06:25.909,-0.34375,-0.859375,0.0
2016-04-20 10:06:25.920,-0.34375,-0.84375,-0.015625
2016-04-20 10:06:25.930,-0.34375,-0.828125,0.0
2016-04-20 10:06:25.940,-0.34375,-0.8125,0.0
2016-04-20 10:06:25.950,-0.359375,-0.828125,0.015625
2016-04-20 10:06:25.959,-0.359375,-0.84375,0.015625
2016-04-20 10:06:25.969,-0.375,-0.875,0.015625
2016-04-20 10:06:25.979,-0.375,-0.890625,0.015625
