time,x,y,z
2016-04-28 14:09:35.550,-0.546875,-1.234375,-0.109375
2016-04-28 14:09:35.560,-0.515625,-1.046875,-0.0625
2016-04-28 14:09:35.569,-0.46875,-0.890625,-0.015625
2016-04-28 14:09:35.579,-0.40625,-0.78125,0.03125
2016-04-28 14:09:35.589,-0.359375,-0.71875,0.078125
2016-04-28 14:09:35.598,-0.34375,-0.703125,0.09375
2016-04-28 14:09:35.608,-0.34375,-0.6875,0.109375
2016-04-28 14:09:35.618,-0.359375,-0.65625,0.109375
2016-04-28 14:09:35.628,-0.359375,-0.640625,0.078125
2016-04-28 14:09:35.638,-0.359375,-0.625,0.046875
2016-04-28 14:09:35.647,-0.34375,-0.609375,0.015625
2016-04-28 14:09:35.657,-0.328125,-0.609375,-0.015625
2016-04-28 14:09:35.667,-0.328125,-0.59375,-0.015625
2016-04-28 14:09:35.677,-0.328125,-0.59375,-0.03125
2016-04-28 14:09:35.686,-0.328125,-0.59375,-0.03125
2016-04-28 14:09:35.696,-0.3125,-0.578125,-0.03125
2016-04-28 14:09:35.706,-0.3125,-0.578125,-0.03125
2016-04-28 14:09:35.715,-0.3125,-0.5625,-0.03125
2016-04-28 14:09:35.725,-0.3125,-0.59375,-0.046875
2016-04-28 14:09:35.735,-0.3125,-0.625,-0.0625
2016-04-28 14:09:35.745,-0.296875,-0.65625,-0.078125
2016-04-28 14:09:35.755,-0.3125,-0.703125,-0.09375
2016-04-28 14:09:35.764,-0.34375,-0.765625,-0.109375
2016-04-28 14:09:35.774,-0.390625,-0.84375,-0.125
2016-04-28 14:09:35.784,-0.421875,-0.953125,-0.140625
2016-04-28 14:09:35.793,-0.484375,-1.046875,-0.15625
2016-04-28 14:09:35.803,-0.5625,-1.1875,-0.171875
2016-04-28 14:09:35.813,-0.65625,-1.34375,-0.171875
2016-04-28 14:09:35.823,-0.75,-1.5,-0.203125
2016-04-28 14:09:35.833,-0.8125,-1.671875,-0.234375
2016-04-28 14:09:35.842,-0.90625,-1.84375,-0.28125
2016-04-28 14:09:35.852,-0.984375,-1.96875,-0.296875
2016-04-28 14:09:35.862,-1.03125,-1.96875,-0.296875
2016-04-28 14:09:35.872,-1.0625,-1.828125,-0.28125
